Location,City,State,Country,CountryCode,Locality,LocalityGeneral,LocalitySpecific,LocalityType,GPSAltitude,GPSAltitudeRef,GPSDestBearing,GPSDestBearingRef,GPSDOP,GPSHPositioningError,GPSImgDirection,GPSImgDirectionRef,GPSLatitude,GPSLatitudeRef,GPSLongitude,GPSLongitudeRef,GPSMapDatum,GPSProcessingMethod,GPSSpeed,GPSSpeedRef,GPSTimeStamp,GPSVersionID,Threshold,Show on Map
Manly,Sydney,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.79803903,S,151.2865271,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Marangaroo Golf Course,Perth,Western Australia,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.82739872,S,115.8330202,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Marble Temple,Bangkok,Bangkok,Thailand,THA,-,-,-,-,-,0,-,-,-,-,-,-,13.76656367,N,100.5140126,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Margaret River Chocolate Company,West Swan,Western Australia,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.85209884,S,115.9865713,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Marigold Elementary School,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.46216537,N,-123.4091556,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Marigold Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,21.80319423,0,-,-,-,-,-,-,48.47016667,N,-123.4061667,W,-,-,-,-,0.035763889,2 2 0 0,50,Show on Map
Marine Avenue [Patsy and Roy's House],Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.86388111,N,-124.5452951,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Market Square,Victoria,British Columbia,Canada,CAN,-,-,-,-,10.90068943,0,301.9952381,T,-,16.00241663,301.9952381,T,48.42817778,N,-123.3685083,W,-,-,0.415322957,K,-,2 2 0 0,50,Show on Map
Matheson Lake,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.36377699,N,-123.6021137,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Mausoleum of Chaos,Ho Chi Minh City,Ho Chi Minh City,Vietnam,VNM,-,-,-,-,-,0,-,-,-,-,-,-,10.80044786,N,106.6610026,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Mckenzie Elementary School,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.46724649,N,-123.3916298,W,-,-,-,-,-,-,50,Show on Map
McPherson Playhouse,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42880901,N,-123.3666801,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Mercure,Sydney,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.93378243,S,151.1569405,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Metchosin Municipal Grounds,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.37920014,N,-123.5352731,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Millstream Village,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.4626616,N,-123.4967351,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Miners Bay,Mayne Island,British Columbia,Canada,CAN,-,-,-,-,1.632871035,0,-,-,-,-,273.176087,M,48.85188214,N,-123.3006823,W,WGS-84,-,-,-,-,2 2 0 0,50,Show on Map
Miner's Beach,Port Macquarie,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.46542162,S,152.9340649,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Miniature World,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42234621,N,-123.3668813,W,-,-,-,-,-,2 2 0 0,50,Show on Map
MiPlace,Cairns,Queensland,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-16.91965557,S,145.769993,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Morino Amusement Park,Noda,Chiba Prefecture,Japan,JPN,-,-,-,-,-,0,-,-,-,-,-,-,35.94803812,N,139.8792118,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Mount Doug,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.49755451,N,-123.3350945,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Mount Finlayson,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.4827736,N,-123.5385113,W,-,-,-,-,-,-,50,Show on Map
Mount Helmcken,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.40157107,N,-123.5602283,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Mount Maxwell,Salt Spring Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.80528065,N,-123.5155106,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Mount McDonald,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Mount Parke Regional Park,Mayne Island,British Columbia,Canada,CAN,-,-,-,-,159.3868895,0,-,-,-,-,329.4152411,M,48.8373201,N,-123.2815427,W,WGS-84,-,-,-,-,2 2 0 0,50,Show on Map
Mount Tolmie,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.45823804,N,-123.3240652,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Mount Tzuhalem,Duncan,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Mount Wells,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Mount Work,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.54115954,N,-123.4854698,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Mowat Bay,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.87901196,N,-124.5273069,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Muddy's Playground,Cairns,Queensland,Australia,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-16.91532171,S,145.7725,E,-,-,-,-,-,-,50,Show on Map
Murrays Lookout,Arthurs Seat,Victoria,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-38.35105013,S,144.9486698,E,-,-,-,-,-,2 3 0 0,50,Show on Map
Museum of Pop Culture,Seattle,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Museum of Vancouver,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
My Chosen Cafe,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Myrtle Rocks Regional Park,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Nadi International Airport,Nadi,Viti Levu,Fiji,FJI,-,-,-,-,-,0,-,-,-,-,-,-,-17.75424525,S,177.4431896,E,-,-,-,-,0,2 2 0 0,50,Show on Map
National Museum,Phnom Penh,Phnom Penh,Cambodia,KHM,-,-,-,-,-,0,-,-,-,-,-,-,11.56574435,N,104.9291754,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Neild Road Radar Tower,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.40245075,N,-123.572368,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Nimrod Resort Apartments,Port Douglas,Queensland,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-16.52387807,S,145.4706553,E,-,-,-,-,-,2 2 0 0,50,Show on Map
North Island Wildlife Recovery Association,Errington,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.3054896,N,-124.2603815,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Notre Dame Cathedral,Ho Chi Minh City,Ho Chi Minh City,Vietnam,VNM,-,-,-,-,-,0,-,-,-,-,-,-,10.78002827,N,106.6990793,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Oak Bay Recreation Centre,Victoria,British Columbia,Canada,CAN,-,-,-,-,21.85000038,0,225.8640133,T,-,65,225.8640133,T,48.43091944,N,-123.3204944,W,-,-,0,K,-,2 2 0 0,50,Show on Map
Oceanside Beach Resort,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.79381714,N,-124.4754249,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Oceanside Resort,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Oceanside Village Resort,Parksville,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,49.31284722,N,-124.2705389,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Okeover Arm,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.99372582,N,-124.7161102,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Old Courthouse Inn,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Old San Juan,San Juan,Puerto Rico,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,18.46658377,N,-66.1057663,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Pacific Hotel [234 Preah Monivong Blvd [93]],Phnom Penh,Phnom Penh,Cambodia,KHM,-,-,-,-,-,0,-,-,-,-,-,-,11.56653174,N,104.9191438,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Pacific National Exhibition [PNE] Fairgrounds,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.28465966,N,-123.038764,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Pacific Science Centre,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.62120683,N,-122.3495007,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Page's Resort and Marina,Gabriola Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.14796621,N,-123.6966348,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Panama Flats,Victoria,British Columbia,Canada,CAN,-,-,-,-,4.22627763,0,162.5289389,T,-,5.897467829,162.5289389,T,48.47392778,N,-123.4005444,W,-,-,0.749972342,K,-,2 3 0 0,50,Show on Map
Park Bridge,Golden,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,51.27850139,N,-116.8053854,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Parksville Museum,Parksville,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.3054896,N,-124.2603815,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Penner Avenue,Mission,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.15777614,N,-122.2686911,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Penner Road,Mission,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Perth Zoo,Perth,Western Australia,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.97655588,S,115.8538771,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Pike Place Market,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.60858173,N,-122.3406413,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Pioneer Square,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.60206865,N,-122.3339304,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Point Ellice House,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.43613583,N,-123.377004,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Poipu Beach,Kauai,Hawaii,United States of America,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Polihale Beach,Kauai,Hawaii,United States of America,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Politano Cafe,Brentwood Bay,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Ponce,San Juan,Puerto Rico,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,18.01122269,N,-66.6142273,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Port Macquarie Airport,Port Macquarie,New South Wales,Australia,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Port Macquarie Museum,Port Macquarie,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.42937032,S,152.9100564,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Portage Inlet,Victoria,British Columbia,Canada,CAN,-,-,-,-,41.78163494,0,222.4721074,T,-,16.00241663,222.4721074,T,48.46475556,N,-123.4468306,W,-,-,0.078162521,K,-,2 2 0 0,50,Show on Map
Portsdown Hill,Portsmouth,Southeast England,England,GBR,-,-,-,-,-,-,-,-,-,-,-,-,50.85430607,N,-1.086950345,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Powell River,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.86387462,N,-124.5452991,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Powell River Ferry Terminal,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.83593422,N,-124.5303941,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Powerhouse at Stave Falls,Mission,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.22976841,N,-122.3559487,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Praisings Greenhouse,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Princess Angkor Hotel,Siem Reap,Siem Reap,Cambodia,KHM,-,-,-,-,-,0,-,-,-,-,-,-,13.37419813,N,103.8393939,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Putters Mini Golf,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,49.84703567,N,-124.5291757,W,-,-,-,-,-,-,50,Show on Map
Queen Elizabeth Park,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Quick's Bottom,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.4963601,N,-123.4022999,W,-,-,-,-,-,2 2 0 0,50,Show on Map
QV Cafe & Bakery,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42957431,N,-123.3667982,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Rainier Square,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.60885027,N,-122.3343623,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Rathtrevor Beach Provincial Park,Parksville,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.3153872,N,-124.2545128,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Reece Avenue at Robson [Now 45711],Chilliwack,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Reunification Palace,Ho Chi Minh City,Ho Chi Minh City,Vietnam,VNM,-,-,-,-,-,0,-,-,-,-,-,-,10.77791509,N,106.6950989,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Ricardoes Tomatoes and Strawberries,Port Macquarie,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.39045165,S,152.8288773,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Richmond Hill,London,Southeast England,England,GBR,-,-,-,-,-,-,-,-,-,-,-,-,51.45293547,N,-0.299129687,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Richmond Park,London,Southeast England,England,GBR,-,-,-,-,-,-,-,-,-,-,-,-,51.44113374,N,-0.27430298,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Riptide Lagoon Adventure Golf Ltd,Parksville,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.56743163,N,-123.5468602,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Robson Florist [Likely 1042 Robson],Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Roehampton Park,London,Southeast England,England,GBR,-,-,-,-,-,-,-,-,-,-,-,-,51.46134081,N,-0.247837745,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Rogers Arena,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.27785321,N,-123.1087643,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Roger's Place,Lake Cowichan,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.83248531,N,-124.1255844,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Romeos,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.44376764,N,-123.3365107,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Roosville Border Crossing,Roosville,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Ross Bay Cemetery,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.41127222,N,-123.34005,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Rottnest Island,Perth,Western Australia,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-32.0022532,S,115.5246735,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Royal BC Museum,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.41985236,N,-123.3675358,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Royal Beach Park Playground,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.40950884,N,-123.4798148,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Royal Canadian Legion Branch 292,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Royal London Wax Museum,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42130134,N,-123.3719963,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Ruckle Park,Salt Spring Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.77332406,N,-123.3668196,W,-,-,-,-,-,2 2 0 0,50,Show on Map
S-21 Tuol Sleng Genocide Museum,Phnom Penh,Phnom Penh,Cambodia,KHM,-,-,-,-,-,-,-,-,-,-,-,-,11.54914299,N,104.9177071,E,-,-,-,-,-,-,50,Show on Map
Saanich Commonwealth Place,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.50138993,N,-123.3897471,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Saanich Fairgrounds,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.58273977,N,-123.433392,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Saanich Historical Artifacts Society,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.58147778,N,-123.3990167,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Saigon Central Post Office,Ho Chi Minh City,Ho Chi Minh City,Vietnam,VNM,-,-,-,-,-,0,-,-,-,-,-,-,10.7800757,N,106.6998088,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Salt Pond Park,Kauai,Hawaii,United States of America,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Savary Island,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.94061518,N,-124.8088074,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Save on Foods Memorial Centre,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.43158183,N,-123.360562,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Saxe Point Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Science Fiction Museum and Hall of Fame,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.62120683,N,-122.3495007,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Scouts Canada Building,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.46526362,N,-123.4025547,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Sea Acres,Port Macquarie,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.46239545,S,152.9313826,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Sea Cadet Grounds,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.86580671,N,-124.5403907,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Sea Glass Beach,Sidney,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.64877636,N,-123.3938321,W,-,-,-,-,-,2 2 0 0,50,Show on Map
SEA LIFE Melbourne Aquarium,Melbourne,Victoria,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-37.82064172,S,144.9582335,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Sea Life Sydney Aquarium,Sydney,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.86956927,S,151.2025863,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Sea Walk,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Seabus,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.30371971,N,-123.0869579,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Sealand of the Pacific,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Seattle Aquarium,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.60744157,N,-122.3425283,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Seattle Art Museum,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.60775442,N,-122.3386256,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Seattle Central Library,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.6066495,N,-122.3325384,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Seattle Underground,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.60235983,N,-122.3336515,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Sensoji Temple,Asakusa,Tokyo,Japan,JPN,-,-,-,-,-,0,-,-,-,-,-,-,35.71477535,N,139.7966158,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Shanklin,Isle of Wight,Southeast England,England,GBR,-,-,-,-,-,-,-,-,-,-,-,-,50.6346374,N,-1.174491978,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Shaw Centre for the Salish Sea,Sidney,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.64946569,N,-123.3935773,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Shelter Point,Texada,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Shimofusanodaatago Shrine,Noda,Chiba Prefecture,Japan,JPN,-,-,-,-,-,0,-,-,-,-,-,-,35.94926168,N,139.8619008,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Ship Island,Biloxi,Mississippi,United States of America,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Sidney Spit Marine Park,Sidney,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Simon Fraser University,Burnaby,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.25260342,N,-122.8982377,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Simon Fraser University [Townhouse in Residence],Burnaby,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.2794788,N,-122.930726,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Skyrail Rainforest Cableway,Kuranada,Queensland,Australia,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-16.84754126,S,145.6956705,E,-,-,-,-,-,-,50,Show on Map
Smokin Tuna Cafe,East Sooke,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.32963472,N,-123.6343364,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Sonora Island,Sonora Island,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Sooke Elementary,Sooke,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.38087474,N,-123.7160647,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Sooke Elementary School,Sooke,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.3802878,N,-123.7157858,W,-,-,-,-,-,-,50,Show on Map
Sooke Harbour House,Sooke,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.35710454,N,-123.7223625,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Sooke Potholes,Sooke,British Columbia,Canada,CAN,-,Vancouver Island,Sooke Potholes,River,-,0,-,-,-,-,-,-,48.41928986,N,-123.7123847,W,-,-,-,-,-,2 2 0 0,500,Show on Map
South Sea Island,South Sea Island,Mamanuca Islands,Fiji,FJI,-,-,-,-,-,0,-,-,-,-,-,-,-17.69297873,S,177.3126626,E,-,-,-,-,-,2 2 0 0,50,Show on Map
South Valley Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.47235757,N,-123.4097162,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Sovereign Hill,Ballarat,Victoria,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-37.57852857,S,143.8654609,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Space Needle,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.62120683,N,-122.3495007,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Space Needle Park,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.62120683,N,-122.3495007,W,-,-,-,-,0,2 2 0 0,50,Show on Map
